,years_competed,classes_competed,finish_placements,finish_marks
Aurora Dybedokken,[2016],['SO-2'],['2'],['16:00.81']
Karissa  Schweizer,"[2016, 2017, 2018]","['SO-2', 'JR-3', 'SR-4']","['3', '1', '1']","['16:02.82', '15:38.93', '15:41.58']"
Ednah  Kurgat,[2016],['SO-2'],['4'],['16:02.91']
Alli Cash,[2016],['JR-3'],['5'],['16:04.11']
Lauren LaRocco,[2016],['SO-2'],['6'],['16:06.47']
Regan Rome,"[2016, 2017]","['SO-2', 'JR-3']","['7', '21']","['16:06.50', '16:23.50']"
Brenna Peloquin,[2016],['FR-1'],['8'],['16:07.32']
Chelsea  Blaase,[2016],['JR-3'],['10'],['16:12.82']
Blanca Fernandez,[2016],['SR-4'],['11'],['16:17.03']
Kaitlyn Benner,[2016],['SO-2'],['12'],['16:20.89']
Allie Buchalski,"[2016, 2017, 2018]","['SO-2', 'JR-3', 'SR-4']","['14', '6', '2']","['16:22.64', '15:48.07', '15:42.77']"
Natalie Tanner,"[2016, 2017]","['JR-3', 'SR-4']","['15', '24']","['16:23.04', '16:31.13']"
Tara  Jameson,[2016],['SR-4'],['16'],['16:29.18']
Jordann McDermitt,[2016],['SO-2'],['17'],['16:31.77']
Verity Ockenden,[2016],['SR-4'],['18'],['16:32.92']
Alsu Bogdanova,"[2016, 2017]","['JR-3', 'JR-3']","['19', '2']","['16:38.80', '15:43.84']"
Katrina Coogan,[2016],['SR-4'],['20'],['16:39.66']
Katherine Receveur,"[2017, 2018]","['SO-2', 'JR-3']","['3', '21']","['15:44.80', '16:08.40']"
Allie Ostrander,"[2017, 2018, 2019]","['FR-1', 'SO-2', 'JR-3']","['4', '8', '16']","['15:46.18', '15:46.50', '16:28.19']"
Fiona O'Keeffe,"[2017, 2019]","['FR-1', 'JR-3']","['5', '7']","['15:46.93', '16:07.84']"
Sarah Disanza,[2017],['JR-3'],['7'],['15:48.51']
Samantha Nadel,"[2017, 2018]","['SR-4', 'SR-4']","['8', '17']","['15:48.93', '16:01.14']"
Lilli Burdon,"[2017, 2018]","['SO-2', 'JR-3']","['9', '3']","['15:50.15', '15:43.22']"
Peyton Bilo,[2017],['SO-2'],['10'],['15:52.82']
Danielle Shanahan,[2017],['SR-4'],['11'],['15:54.05']
Caroline Sang,[2017],['JR-3'],['12'],['15:56.34']
Charlotte  Imer,[2017],['JR-3'],['14'],['15:59.39']
Gina Sereno,[2017],['SR-4'],['15'],['16:03.55']
Erin Clark,"[2017, 2018]","['JR-3', 'SR-4']","['16', '13']","['16:04.91', '15:51.80']"
Clare O'Brien,"[2017, 2021]","['FR-1', 'SR-4']","['17', '8']","['16:06.08', '15:44.44']"
Ann Asipan,[2017],['SR-4'],['18'],['16:06.55']
Veronica Eder,[2017],['SR-4'],['19'],['16:18.50']
Tessa Barrett,[2017],['SO-2'],['20'],['16:18.86']
Taylor Werner,"[2017, 2019]","['FR-1', 'SO-2']","['22', '2']","['16:25.25', '15:51.24']"
Abby Gray,[2017],['FR-1'],['23'],['16:30.77']
Amy-Eloise Neale,[2018],['SR-4'],['5'],['15:44.41']
Ednah Kurgat,[2018],['JR-3'],['6'],['15:46.31']
Jessica Drop,"[2018, 2019, 2021]","['SO-2', 'JR-3', 'SR-4']","['7', '19', '20']","['15:46.39', '16:40.84', '16:10.19']"
Weini Kelati,"[2018, 2019]","['FR-1', 'SO-2']","['9', '5']","['15:46.57', '15:54.46']"
Charlotte Taylor,[2018],['SR-4'],['11'],['15:49.70']
Sharon Lokedi,[2018],['JR-3'],['12'],['15:51.29']
Nicole  Hutchinson,[2018],['JR-3'],['14'],['15:57.00']
Savannah Carnahan,[2018],['SO-2'],['15'],['15:57.42']
Elly Henes,"[2018, 2021]","['SO-2', 'SR-4']","['16', '1']","['15:57.69', '15:28.05']"
Alicia Monson,[2018],['SO-2'],['18'],['16:04.46']
Abbey Wheeler,"[2018, 2019]","['SO-2', 'JR-3']","['19', '14']","['16:06.69', '16:23.42']"
Rachel DaDamio,"[2018, 2019]","['SO-2', 'JR-3']","['20', '20']","['16:07.39', '16:43.69']"
Morgan Ilse,[2018],['JR-3'],['22'],['16:08.83']
Hannah  Steelman,"[2018, 2019]","['FR-1', 'SO-2']","['23', '8']","['16:09.63', '16:14.58']"
Bailey Davis,[2018],['JR-3'],['24'],['16:36.04']
Dani Jones,[2019],['JR-3'],['1'],['15:50.65']
Esther Gitahi,"[2019, 2021]","['JR-3', 'SR-4']","['3', '14']","['15:51.85', '15:58.59']"
Josette Norris,[2019],['SR-4'],['4'],['15:52.05']
Makena Morley,[2019],['JR-3'],['6'],['16:02.89']
Jessica Pascoe,[2019],['JR-3'],['9'],['16:17.82']
Bethany  Hasz,"[2019, 2021, 2022]","['SO-2', 'SR-4', 'SR-4']","['10', '3', '22']","['16:18.13', '15:30.57', '16:12.58']"
Caroline Alcorta,[2019],['SR-4'],['11'],['16:18.66']
Alexandra Hays,[2019],['SO-2'],['12'],['16:19.45']
Jaci Smith,[2019],['SR-4'],['13'],['16:22.42']
Charlotte Prouse,[2019],['JR-3'],['15'],['16:26.57']
Abby Nichols,"[2019, 2021, 2022]","['SO-2', 'SR-4', 'SR-4']","['17', '17', '6']","['16:37.45', '16:04.74', '15:33.09']"
Angie Nickerson,[2019],['SR-4'],['18'],['16:38.08']
Joyce Kimeli,"[2019, 2021]","['SO-2', 'JR-3']","['21', '13']","['17:02.91', '15:54.11']"
Julia Paternain,[2019],['FR-1'],['22'],['17:13.82']
Katie Wasserman,[2021],['SR-4'],['2'],['15:28.68']
Jenna Magness,[2021],['JR-3'],['4'],['15:32.91']
Mercy Chelangat,"[2021, 2022]","['SO-2', 'JR-3']","['5', '4']","['15:33.20', '15:24.54']"
Julia Heymach,[2021],['JR-3'],['6'],['15:33.62']
Emily Mackay,[2021],['JR-3'],['7'],['15:42.38']
Amelia Mazza-Downie,"[2021, 2022, 2023]","['FR-1', 'SO-2', 'JR-3']","['9', '16', '9']","['15:45.74', '15:58.39', '15:56.35']"
Haley Herberg,[2021],['SR-4'],['10'],['15:47.46']
Maddy Denner,[2021],['SO-2'],['11'],['15:49.71']
Ella Donaghu,[2021],['JR-3'],['12'],['15:53.25']
Nicole  Fegans,"[2021, 2022]","['JR-3', 'SR-4']","['15', '21']","['15:59.72', '16:05.64']"
Savannah Shaw,"[2021, 2022]","['FR-1', 'JR-3']","['16', '20']","['16:02.90', '16:02.32']"
Whittni Orton,[2021],['SR-4'],['18'],['16:05.33']
Ericka VanderLende,[2021],['FR-1'],['19'],['16:09.09']
Lauren Gregory,"[2021, 2022]","['SO-2', 'JR-3']","['21', '5']","['16:13.49', '15:28.33']"
Poppy Tank,[2021],['SR-4'],['22'],['16:15.88']
Aoibhe Richardson,[2021],['SR-4'],['23'],['16:33.99']
Gabby  Hentemann,[2021],['FR-1'],['24'],['16:56.70']
Katelyn Tuohy,[2022],['SO-2'],['1'],['15:18.39']
Parker Valby,"[2022, 2023]","['FR-1', 'SO-2']","['2', '1']","['15:20.10', '15:30.57']"
Taylor Roe,[2022],['SO-2'],['3'],['15:24.41']
Gracelyn Larkin,"[2022, 2023]","['SO-2', 'JR-3']","['7', '15']","['15:33.10', '16:08.22']"
Isabel Van Camp,[2022],['SO-2'],['8'],['15:35.64']
Marlee Starliper,[2022],['FR-1'],['9'],['15:36.51']
Samantha Bush,[2022],['JR-3'],['10'],['15:42.61']
Hannah Steelman,[2022],['SR-4'],['11'],['15:43.45']
Cara Woolnough,[2022],['JR-3'],['12'],['15:45.26']
Sydney Seymour,[2022],['JR-3'],['13'],['15:51.50']
Emily Covert,[2022],['FR-1'],['14'],['15:52.99']
Lucy Jenks,"[2022, 2023]","['SO-2', 'JR-3']","['15', '14']","['15:55.19', '16:08.16']"
Amaris Tyynismaa,"[2022, 2023]","['SO-2', 'JR-3']","['17', '4']","['15:59.08', '15:44.82']"
Emma Heckel,[2022],['FR-1'],['18'],['16:01.51']
Eusila Chepkemei,[2022],['SR-4'],['19'],['16:01.65']
India Johnson,[2022],['JR-3'],['23'],['16:16.09']
Everlyn Kemboi,[2023],['JR-3'],['2'],['15:39.57']
Emily Venters,[2023],['SR-4'],['3'],['15:42.40']
Amina Maatoug,[2023],['SO-2'],['5'],['15:48.22']
Cailie Logue,[2023],['SR-4'],['6'],['15:49.85']
Simone Plourde,[2023],['JR-3'],['7'],['15:50.10']
Chloe Scrimgeour,[2023],['SO-2'],['8'],['15:52.37']
Siona Chisholm,[2023],['FR-1'],['10'],['15:58.17']
Alyson Churchill,[2023],['JR-3'],['11'],['16:02.40']
Sydney Thorvaldson,[2023],['SO-2'],['12'],['16:03.61']
Jane Buckley,[2023],['FR-1'],['13'],['16:06.76']
Kelsey Chmiel,[2023],['JR-3'],['16'],['16:08.97']
Faith DeMars,[2023],['SO-2'],['17'],['16:09.61']
Maia Ramsden,[2023],['SO-2'],['18'],['16:12.95']
Lydia Miller,[2023],['JR-3'],['19'],['16:14.55']
Yasna Petrova,[2023],['SO-2'],['20'],['16:16.09']
Brianna Weidler,[2023],['SO-2'],['21'],['16:21.70']
Ella Baran,[2023],['JR-3'],['22'],['16:22.52']
Sarah Carter,[2023],['SR-4'],['23'],['17:01.30']
